id,timestamp,intent,user_utterance,assistant_response,language,locale,channel,device,entities,slots,sentiment,context,action,confirmation_required,follow_up_required,paraphrase_group
1954,2025-08-03T02:53:24.822446,call,Call Sarah.,Executing 'call' related task: call sarah.,en,en-US,voice,phone,{},{},neutral,idle,generic_action,False,False,1b208391-1524-4fe4-9903-02ce4bb52196
2699,2025-08-03T02:53:24.826350,calendar,Schedule a meeting at 3 PM.,Executing 'calendar' related task: schedule a meeting at 3 pm.,en,en-US,voice,phone,{},{},neutral,idle,generic_action,False,False,f2cc90ed-3411-4998-9ae1-78db3219a7b4
11374,2025-08-03T05:52:36.000078,games,Let's play a game,Executing 'games' related task: let's play a game,en,en-US,voice,phone,{},{},neutral,idle,generic_action,False,False,b3daeff1-5003-4bbd-94c4-59370f7918df
2583,2025-08-03T02:53:24.825531,navigate,Find a route to the hotel.,Executing 'navigate' related task: find a route to the hotel.,en,en-US,voice,phone,{},{},neutral,idle,generic_action,False,False,6c83768e-8242-4520-bd37-d231b473b699
13399,2025-08-03T06:08:06.938811,email,Email Akshay about the meeting,Executing 'email' related task: email akshay about the meeting,en,en-US,voice,phone,{},{},neutral,idle,generic_action,False,False,987cabda-d752-4c91-abd7-a256ccf56644
7697,2025-08-03T02:53:24.859721,joke,Tell me a joke.,Executing 'joke' related task: tell me a joke.,en,en-US,voice,phone,{},{},neutral,idle,tell_joke,False,False,14972149-af0d-4467-afcb-d1e869c26565
8804,2025-08-03T02:53:24.867515,translation,Translate 'hello' to Spanish.,Executing 'translate' related task: translate 'hello' to spanish.,en,en-US,voice,phone,{},{},neutral,idle,translate_text,False,False,a39cf043-0c91-402e-8b38-cb74e16ec926
100,2025-08-01T10:40:00,fact,Handle intent: fact.,fact,hi,en-US,voice,phone,{},{},positive,in_transit,fact,False,False,3f429ada-b34e-44d4-8ecc-f2f7ebebe052
12584,2025-08-03T05:52:48.531734,open_wikipedia,Go to Wikipedia,Executing 'open_wikipedia' related task: go to wikipedia,en,en-US,voice,phone,{},{},neutral,idle,generic_action,False,False,1906013d-5e7d-42da-b76a-f9db448bf098
12455,2025-08-03T05:52:48.530858,fallback,what even is that?,Executing 'fallback' related task: what even is that?,en,en-US,voice,phone,{},{},neutral,idle,generic_action,False,False,8fe4d362-43e5-4972-b8c4-83658ebd41d1
13584,2025-08-03T06:08:06.940033,alarm,Wake me up at 9,Executing 'alarm' related task: wake me up at 9,en,en-US,voice,phone,{},{},neutral,idle,set_alarm,False,False,a3a51bad-c3e0-4de9-891b-59228dac63de
12157,2025-08-03T05:52:36.002877,chitchat,Tell me about yourself,Executing 'chitchat' related task: tell me about yourself,en,en-US,voice,phone,{},{},neutral,idle,generic_action,False,False,32053785-1972-4dd2-9f0e-bf71d7ed899e
5932,2025-08-03T02:53:24.847737,weather,Give me the forecast for next week.,Executing 'weather' related task: give me the forecast for next week.,en,en-US,voice,phone,{},{},neutral,idle,generic_action,False,False,4f54880e-ed3c-4354-badf-a15b1416fe2a
456,2025-08-01T16:36:00,traffic_update,Handle intent: traffic update.,traffic_update,hi,es-ES,text,smart_speaker,{},{},positive,at_home,traffic_update,False,False,76af2cae-a601-49a3-96c0-7a601f77acbe
6183,2025-08-03T02:53:24.849548,news,Show me sports headlines.,Executing 'news' related task: show me sports headlines.,en,en-US,voice,phone,{},{},neutral,idle,get_news,False,False,b240512b-786e-4e87-8728-cb6d13462b1a
7067,2025-08-03T02:53:24.855735,messaging,Text Jessica I’ll be late.,Executing 'message' related task: text jessica i’ll be late.,en,en-US,voice,phone,{},{},neutral,idle,generic_action,False,False,61929e3e-3d5a-42e0-a500-4ffb504e721c
10022,2025-08-03T02:53:24.875440,fact,Say something interesting.,Executing 'fact' related task: say something interesting.,en,en-US,voice,phone,{},{},neutral,idle,generic_action,False,False,98ae85c7-6a2e-4dea-9979-ca66c957bca8
5036,2025-08-03T02:53:24.841736,email,Check my inbox.,Executing 'email' related task: check my inbox.,en,en-US,voice,phone,{},{},neutral,idle,generic_action,False,False,f80a26fd-2003-46ac-b788-20e46cb952b6
2233,2025-08-03T02:53:24.823548,news,What's the latest news?,Executing 'news' related task: what's the latest news?,en,en-US,voice,phone,{},{},neutral,idle,get_news,False,False,f9c3ec24-c87e-4bfc-908f-97c012184d13
12824,2025-08-03T06:08:06.933963,get_info_subject,Who invented the telephone?,Executing 'get_info_subject' related task: who invented the telephone?,en,en-US,voice,phone,{},{},neutral,idle,generic_action,False,False,988087d6-f96a-47ae-8667-1ba737c5224a
10991,2025-08-03T05:52:35.998590,user_feedback,"Thanks, that was helpful","Executing 'user_feedback' related task: thanks, that was helpful",en,en-US,voice,phone,{},{},neutral,idle,generic_action,False,False,5d1cadd0-758c-4435-8ac7-c0fea4151e5d
9513,2025-08-03T02:53:24.872968,time,How late is it now?,Executing 'time' related task: how late is it now?,en,en-US,voice,phone,{},{},neutral,idle,generic_action,False,False,0ed9ec55-1ccf-421a-b87a-50fd2aa6f8c3
9277,2025-08-03T02:53:24.870856,fact,Tell me a fun fact.,Executing 'fact' related task: tell me a fun fact.,en,en-US,voice,phone,{},{},neutral,idle,generic_action,False,False,144d2b60-7f65-4fde-9437-7ff7dc93e173
9622,2025-08-03T02:53:24.873601,call,Make a video call to mom.,Executing 'call' related task: make a video call to mom.,en,en-US,voice,phone,{},{},neutral,idle,generic_action,False,False,50a026c2-83b6-4fa0-b683-9478433b7f81
9612,2025-08-03T02:53:24.873568,search,Search for Python tutorials.,Executing 'search' related task: search for python tutorials.,en,en-US,voice,phone,{},{},neutral,idle,generic_action,False,False,432f982b-f9c2-432c-9de1-b1179c198d96
869,2025-08-03T02:53:24.817988,recipe,Show me a recipe for pasta.,Executing 'recipe' related task: show me a recipe for pasta.,en,en-US,voice,phone,{},{},neutral,idle,generic_action,False,False,8de7c75b-3ba1-4a13-841f-79ff80e1515f
8022,2025-08-03T02:53:24.861995,call,Redial the last number.,Executing 'call' related task: redial the last number.,en,en-US,voice,phone,{},{},neutral,idle,generic_action,False,False,7637e635-76aa-44f5-8fc3-582766383480
6322,2025-08-03T02:53:24.850518,weather,Is it going to rain tomorrow?,Executing 'weather' related task: is it going to rain tomorrow?,en,en-US,voice,phone,{},{},neutral,idle,generic_action,False,False,6c37394a-3710-4ef7-b0bf-48cced459868
4879,2025-08-03T02:53:24.840647,fact,Say something interesting.,Executing 'fact' related task: say something interesting.,en,en-US,voice,phone,{},{},neutral,idle,generic_action,False,False,1558743c-bce4-4796-9ba9-d088b339b811
6875,2025-08-03T02:53:24.854393,news,Give me news about technology.,Executing 'news' related task: give me news about technology.,en,en-US,voice,phone,{},{},neutral,idle,get_news,False,False,4c836666-5a6f-433d-a3e9-b2a94f54e76d
6030,2025-08-03T02:53:24.848443,search,Look up the Eiffel Tower.,Executing 'search' related task: look up the eiffel tower.,en,en-US,voice,phone,{},{},neutral,idle,generic_action,False,False,f76c4066-34f0-4349-8d5d-0cfc1d43c2e4
1027,2025-08-03T02:53:24.818611,reminder,Set a reminder for my meeting tomorrow.,Executing 'reminder' related task: set a reminder for my meeting tomorrow.,en,en-US,voice,phone,{},{},neutral,idle,create_reminder,False,False,7738375d-f969-479d-b39a-3a398a40f204
5285,2025-08-03T02:53:24.843234,recipe,Give me a vegetarian dinner idea.,Executing 'recipe' related task: give me a vegetarian dinner idea.,en,en-US,voice,phone,{},{},neutral,idle,generic_action,False,False,f9178094-309f-4ef8-b869-267f592d6757
5460,2025-08-03T02:53:24.844407,reminder,Remind me to drink water every hour.,Executing 'reminder' related task: remind me to drink water every hour.,en,en-US,voice,phone,{},{},neutral,idle,create_reminder,False,False,f79dbdda-fbeb-4078-9def-da0c108420ea
11508,2025-08-03T05:52:36.000581,audiobook,Read me a story,Executing 'audiobook' related task: read me a story,en,en-US,voice,phone,{},{},neutral,idle,generic_action,False,False,6cf5f297-865b-41ab-8419-df71d76cf323
2352,2025-08-03T02:53:24.824020,recipe,Give me a vegetarian dinner idea.,Executing 'recipe' related task: give me a vegetarian dinner idea.,en,en-US,voice,phone,{},{},neutral,idle,generic_action,False,False,c9147416-5142-40ed-9363-15f126fc16a2
6217,2025-08-03T02:53:24.849775,translation,What’s 'thank you' in Japanese?,Executing 'translate' related task: what’s 'thank you' in japanese?,en,en-US,voice,phone,{},{},neutral,idle,translate_text,False,False,8fd0b755-7bf0-4183-b385-0890d94601ea
8733,2025-08-03T02:53:24.867028,time,Tell me the time in New York.,Executing 'time' related task: tell me the time in new york.,en,en-US,voice,phone,{},{},neutral,idle,generic_action,False,False,1a820368-0a46-4507-b829-0969a5fbce4e
5776,2025-08-03T02:53:24.846658,music,Play my workout playlist.,Executing 'music' related task: play my workout playlist.,en,en-US,voice,phone,{},{},neutral,idle,generic_action,False,False,45a5730b-eead-4240-a17f-c4a12323fb93
8785,2025-08-03T02:53:24.867387,navigate,Find a route to the hotel.,Executing 'navigate' related task: find a route to the hotel.,en,en-US,voice,phone,{},{},neutral,idle,generic_action,False,False,ec5bfa12-2a58-4044-a48a-27ac548599cf
12574,2025-08-03T05:52:48.531689,open_youtube,Open YouTube,Executing 'open_youtube' related task: open youtube,en,en-US,voice,phone,{},{},neutral,idle,generic_action,False,False,27764be5-e7b4-400e-9c66-8a66a112f333
12194,2025-08-03T05:52:36.003052,chitchat,Tell me about yourself,Executing 'chitchat' related task: tell me about yourself,en,en-US,voice,phone,{},{},neutral,idle,generic_action,False,False,0846b44a-9eb7-4792-9841-20226b47903c
5152,2025-08-03T02:53:24.842451,translation,Translate this sentence to French.,Executing 'translate' related task: translate this sentence to french.,en,en-US,voice,phone,{},{},neutral,idle,translate_text,False,False,2f71867c-0d5b-439a-84d6-ecfec6912550
2120,2025-08-03T02:53:24.823117,email,Send an email to John.,Executing 'email' related task: send an email to john.,en,en-US,voice,phone,{},{},neutral,idle,generic_action,False,False,4a7dc875-2814-4e27-9ec0-ade2993925be
1329,2025-08-03T02:53:24.819865,reminder,Remind me to drink water every hour.,Executing 'reminder' related task: remind me to drink water every hour.,en,en-US,voice,phone,{},{},neutral,idle,create_reminder,False,False,68e64148-90a3-4875-9266-7cff18788b48
400,2025-08-01T15:40:00,stock_price,Handle intent: stock price.,stock_price,en,hi-IN,text,smart_speaker,{},{},negative,driving,stock_price,False,False,b6ef6757-77ab-4b46-845d-1d69524a5331
5611,2025-08-03T02:53:24.845474,call,Make a video call to mom.,Executing 'call' related task: make a video call to mom.,en,en-US,voice,phone,{},{},neutral,idle,generic_action,False,False,09e0f9ec-521a-45b9-9b52-005f993ea12e
2030,2025-08-03T02:53:24.822764,search,Look up the Eiffel Tower.,Executing 'search' related task: look up the eiffel tower.,en,en-US,voice,phone,{},{},neutral,idle,generic_action,False,False,c40d40a5-b2aa-46c8-a486-b01b4cccbd13
1115,2025-08-03T02:53:24.818980,weather,Give me the forecast for next week.,Executing 'weather' related task: give me the forecast for next week.,en,en-US,voice,phone,{},{},neutral,idle,generic_action,False,False,f0fc5f78-6103-4816-9a8f-56c236f077f3
1770,2025-08-03T02:53:24.821667,reminder,Remind me to drink water every hour.,Executing 'reminder' related task: remind me to drink water every hour.,en,en-US,voice,phone,{},{},neutral,idle,create_reminder,False,False,50bef2aa-788f-4f7d-8432-779a99f745b8
4744,2025-08-03T02:53:24.839697,email,Check my inbox.,Executing 'email' related task: check my inbox.,en,en-US,voice,phone,{},{},neutral,idle,generic_action,False,False,d2b23d9c-4299-4aaa-af50-ad2db629459d
8651,2025-08-03T02:53:24.866461,fact,Say something interesting.,Executing 'fact' related task: say something interesting.,en,en-US,voice,phone,{},{},neutral,idle,generic_action,False,False,6c547daa-b66d-4cc0-adab-33f031448b23
1985,2025-08-03T02:53:24.822579,messaging,Send a message to Mike.,Executing 'message' related task: send a message to mike.,en,en-US,voice,phone,{},{},neutral,idle,generic_action,False,False,16bfb96c-87a6-4d60-a4c5-8cacc1a2cd4a
1767,2025-08-03T02:53:24.821657,search,Look up the Eiffel Tower.,Executing 'search' related task: look up the eiffel tower.,en,en-US,voice,phone,{},{},neutral,idle,generic_action,False,False,646c7ecc-041e-4b06-933a-ba8229fd926b
2304,2025-08-03T02:53:24.823852,calendar,Do I have any events tomorrow?,Executing 'calendar' related task: do i have any events tomorrow?,en,en-US,voice,phone,{},{},neutral,idle,generic_action,False,False,8a0b4e43-1440-4ee7-ace4-66fe5c266f79
11924,2025-08-03T05:52:36.002076,notes,New note,Executing 'notes' related task: new note,en,en-US,voice,phone,{},{},neutral,idle,generic_action,False,False,aa6f373f-fea9-48c5-86f1-833c2b3c2d6a
13029,2025-08-03T06:08:06.935940,play_song_youtube,I want to hear music on YouTube,Executing 'play_song_youtube' related task: i want to hear music on youtube,en,en-US,voice,phone,{},{},neutral,idle,generic_action,False,False,24e02dc2-b5ab-43ff-805b-7689b9a6fe18
9755,2025-08-03T02:53:24.874141,time,Tell me the time in New York.,Executing 'time' related task: tell me the time in new york.,en,en-US,voice,phone,{},{},neutral,idle,generic_action,False,False,e3d450ed-62f0-47ee-8e10-3a8dace11b17
8082,2025-08-03T02:53:24.862419,fact,Give me a random fact.,Executing 'fact' related task: give me a random fact.,en,en-US,voice,phone,{},{},neutral,idle,generic_action,False,False,7c4a00e9-4524-4db9-9d21-941963a2729a
1769,2025-08-03T02:53:24.821664,time,How late is it now?,Executing 'time' related task: how late is it now?,en,en-US,voice,phone,{},{},neutral,idle,generic_action,False,False,255dff62-adfd-4acd-9ddf-4d3904f7c123
103,2025-08-01T10:43:00,fallback,Handle intent: fallback.,fallback,hi,en-US,voice,watch,{},{},neutral,at_work,fallback,False,False,900425ee-39a5-4373-8ac7-c1541757c940
9707,2025-08-03T02:53:24.873951,translation,Translate 'hello' to Spanish.,Executing 'translate' related task: translate 'hello' to spanish.,en,en-US,voice,phone,{},{},neutral,idle,translate_text,False,False,5d5f9152-6277-4e79-941d-fe73ae2c81e2
6254,2025-08-03T02:53:24.850037,time,What time is it?,Executing 'time' related task: what time is it?,en,en-US,voice,phone,{},{},neutral,idle,generic_action,False,False,306dccb7-f916-413f-858a-39fbee230be9
11475,2025-08-03T05:52:36.000456,audiobook,Continue audiobook,Executing 'audiobook' related task: continue audiobook,en,en-US,voice,phone,{},{},neutral,idle,generic_action,False,False,818d7955-f749-4211-9f26-c60537b9b8d7
4032,2025-08-03T02:53:24.835078,calendar,Schedule a meeting at 3 PM.,Executing 'calendar' related task: schedule a meeting at 3 pm.,en,en-US,voice,phone,{},{},neutral,idle,generic_action,False,False,8be1bf7f-f464-4e06-b6cb-c8b4ff895385
4415,2025-08-03T02:53:24.836918,navigate,Find a route to the hotel.,Executing 'navigate' related task: find a route to the hotel.,en,en-US,voice,phone,{},{},neutral,idle,generic_action,False,False,952b9e88-a73e-4efb-a4c4-d3100e4c3b1a
7413,2025-08-03T02:53:24.857900,weather,Give me the forecast for next week.,Executing 'weather' related task: give me the forecast for next week.,en,en-US,voice,phone,{},{},neutral,idle,generic_action,False,False,bf44567c-175d-4dad-b6b3-9bc4449bfbfd
6533,2025-08-03T02:53:24.851986,search,Find the best pizza near me.,Executing 'search' related task: find the best pizza near me.,en,en-US,voice,phone,{},{},neutral,idle,generic_action,False,False,9d4d3b2d-df98-4db9-a2d1-732154521e94
7221,2025-08-03T02:53:24.856755,search,Look up the Eiffel Tower.,Executing 'search' related task: look up the eiffel tower.,en,en-US,voice,phone,{},{},neutral,idle,generic_action,False,False,b9cebd26-7b4c-485d-9c5c-5442043e2e5b
12762,2025-08-03T05:52:48.532589,search_wikipedia,Search in Wikipedia for gravity,Executing 'search_wikipedia' related task: search in wikipedia for gravity,en,en-US,voice,phone,{},{},neutral,idle,generic_action,False,False,8ade1d20-cbe6-49dd-a294-dea87d5d3365
13618,2025-08-03T06:08:06.940172,alarm,Morning alarm at 6:30,Executing 'alarm' related task: morning alarm at 6:30,en,en-US,voice,phone,{},{},neutral,idle,set_alarm,False,False,4f95ba7b-ea35-4559-93ef-3c08b26569b8
12012,2025-08-03T05:52:36.002353,timer,Start countdown,Executing 'timer' related task: start countdown,en,en-US,voice,phone,{},{},neutral,idle,generic_action,False,False,5a1f00b2-8003-4192-9232-1db00cb00268
9921,2025-08-03T02:53:24.874939,weather,Give me the forecast for next week.,Executing 'weather' related task: give me the forecast for next week.,en,en-US,voice,phone,{},{},neutral,idle,generic_action,False,False,94333b3f-4da4-4de6-983d-05cefeb2a2d9
1627,2025-08-03T02:53:24.821100,weather,Is it going to rain tomorrow?,Executing 'weather' related task: is it going to rain tomorrow?,en,en-US,voice,phone,{},{},neutral,idle,generic_action,False,False,4700e9ed-4802-4bec-9df9-d8f01d43fd6e
1347,2025-08-03T02:53:24.819927,time,What time is it?,Executing 'time' related task: what time is it?,en,en-US,voice,phone,{},{},neutral,idle,generic_action,False,False,8949c484-138f-4c1f-a8b4-4c25108e301d
13566,2025-08-03T06:08:06.939970,alarm,Remind me with alarm at 8,Executing 'alarm' related task: remind me with alarm at 8,en,en-US,voice,phone,{},{},neutral,idle,set_alarm,False,False,8ee8d242-131c-4e45-bd9b-1d83d7986fbc
3099,2025-08-03T02:53:24.828985,news,What's the latest news?,Executing 'news' related task: what's the latest news?,en,en-US,voice,phone,{},{},neutral,idle,get_news,False,False,1671a080-2478-4d9d-b941-06492d99cb1a
3232,2025-08-03T02:53:24.829900,translation,What’s 'thank you' in Japanese?,Executing 'translate' related task: what’s 'thank you' in japanese?,en,en-US,voice,phone,{},{},neutral,idle,translate_text,False,False,61648aab-f3fd-4594-ace0-94c5e3420909
3245,2025-08-03T02:53:24.829994,recipe,Show me a recipe for pasta.,Executing 'recipe' related task: show me a recipe for pasta.,en,en-US,voice,phone,{},{},neutral,idle,generic_action,False,False,3472abd5-f508-4d7b-a1cc-d0a2e89bb497
5071,2025-08-03T02:53:24.841934,navigate,Navigate to the nearest gas station.,Executing 'navigate' related task: navigate to the nearest gas station.,en,en-US,voice,phone,{},{},neutral,idle,generic_action,False,False,b0ebff11-5896-46c9-837e-1c09e44e7035
2992,2025-08-03T02:53:24.828261,translation,Translate 'hello' to Spanish.,Executing 'translate' related task: translate 'hello' to spanish.,en,en-US,voice,phone,{},{},neutral,idle,translate_text,False,False,e6ab47d9-e16d-44d8-970d-73fa952aac09
8377,2025-08-03T02:53:24.864516,recipe,Show me a recipe for pasta.,Executing 'recipe' related task: show me a recipe for pasta.,en,en-US,voice,phone,{},{},neutral,idle,generic_action,False,False,169fe426-17fc-4a0f-9d6d-a8f47d012dd6
13615,2025-08-03T06:08:06.940157,alarm,Schedule an alarm for evening,Executing 'alarm' related task: schedule an alarm for evening,en,en-US,voice,phone,{},{},neutral,idle,set_alarm,False,False,47785202-284a-465b-8303-4e949c2b6b27
10468,2025-08-03T02:53:24.877288,recipe,Give me a vegetarian dinner idea.,Executing 'recipe' related task: give me a vegetarian dinner idea.,en,en-US,voice,phone,{},{},neutral,idle,generic_action,False,False,d6e5e7c0-d72f-40ae-8224-880d63fe714c
938,2025-08-03T02:53:24.818257,translation,Translate 'hello' to Spanish.,Executing 'translate' related task: translate 'hello' to spanish.,en,en-US,voice,phone,{},{},neutral,idle,translate_text,False,False,22b8b8a3-616d-4208-b118-21dff9a8cd42
8831,2025-08-03T02:53:24.867728,music,Pause the music.,Executing 'music' related task: pause the music.,en,en-US,voice,phone,{},{},neutral,idle,generic_action,False,False,2ef7823f-4a65-4cec-815e-64cbc722a307
5628,2025-08-03T02:53:24.845599,messaging,Send a message to Mike.,Executing 'message' related task: send a message to mike.,en,en-US,voice,phone,{},{},neutral,idle,generic_action,False,False,50bc1bf0-c3ad-4762-a910-94f5e06c3ca9
4375,2025-08-03T02:53:24.836758,calendar,Do I have any events tomorrow?,Executing 'calendar' related task: do i have any events tomorrow?,en,en-US,voice,phone,{},{},neutral,idle,generic_action,False,False,c79031bf-7cdb-40cd-9838-8f1d3746033e
7945,2025-08-03T02:53:24.861450,translation,Translate this sentence to French.,Executing 'translate' related task: translate this sentence to french.,en,en-US,voice,phone,{},{},neutral,idle,translate_text,False,False,4fe7f79f-d007-4257-a06b-90b711498bce
13592,2025-08-03T06:08:06.940055,alarm,Wake me up at 9,Executing 'alarm' related task: wake me up at 9,en,en-US,voice,phone,{},{},neutral,idle,set_alarm,False,False,3e45c1b8-0ff4-4a75-8732-80a8f27d21b4
9658,2025-08-03T02:53:24.873765,alarm,Cancel all alarms.,Executing 'alarm' related task: cancel all alarms.,en,en-US,voice,phone,{},{},neutral,idle,set_alarm,False,False,05a2b9bd-b4f9-47cc-916b-625c92f08e11
10670,2025-08-03T05:52:35.996939,messaging,Text my friend,Executing 'messaging' related task: text my friend,en,en-US,voice,phone,{},{},neutral,idle,generic_action,False,False,9334d08f-f203-4468-b1e0-a7ff0a1886d3
7933,2025-08-03T02:53:24.861371,news,What's the latest news?,Executing 'news' related task: what's the latest news?,en,en-US,voice,phone,{},{},neutral,idle,get_news,False,False,3054090f-cf99-430f-bda5-7507759d372b
10077,2025-08-03T02:53:24.875665,joke,Tell me a joke.,Executing 'joke' related task: tell me a joke.,en,en-US,voice,phone,{},{},neutral,idle,tell_joke,False,False,72725257-c923-484f-ae82-178f0daa6445
2994,2025-08-03T02:53:24.828279,recipe,Give me a vegetarian dinner idea.,Executing 'recipe' related task: give me a vegetarian dinner idea.,en,en-US,voice,phone,{},{},neutral,idle,generic_action,False,False,541301e5-b329-4a2e-95eb-c0586b8f44f2
182,2025-08-01T12:02:00,joke,Handle intent: joke.,joke,es,hi-IN,voice,phone,{},{},neutral,in_transit,joke,False,False,b82d9136-b189-4c27-8925-145ee42bb994
13154,2025-08-03T06:08:06.936750,open_wikipedia,Wikipedia page of Albert Einstein,Executing 'open_wikipedia' related task: wikipedia page of albert einstein,en,en-US,voice,phone,{},{},neutral,idle,generic_action,False,False,47280ce3-9c1e-4032-8e90-a3c5e46d3476
11528,2025-08-03T05:52:36.000655,audiobook,Listen to a book,Executing 'audiobook' related task: listen to a book,en,en-US,voice,phone,{},{},neutral,idle,generic_action,False,False,0dbc388f-9b0c-421c-af7f-efc38604c7ae
5538,2025-08-03T02:53:24.844967,call,Make a video call to mom.,Executing 'call' related task: make a video call to mom.,en,en-US,voice,phone,{},{},neutral,idle,generic_action,False,False,8d5aa1fc-a3a8-421f-b90a-b9851ee80a2b
2055,2025-08-03T02:53:24.822859,call,Make a video call to mom.,Executing 'call' related task: make a video call to mom.,en,en-US,voice,phone,{},{},neutral,idle,generic_action,False,False,cc46f619-363f-435f-b16f-b0988dc46d6e
5398,2025-08-03T02:53:24.843982,calendar,Schedule a meeting at 3 PM.,Executing 'calendar' related task: schedule a meeting at 3 pm.,en,en-US,voice,phone,{},{},neutral,idle,generic_action,False,False,886dedc5-e2bc-4e6a-b07f-99adf599d121
1198,2025-08-03T02:53:24.819332,reminder,Remind me to call mom at 5 PM.,Executing 'reminder' related task: remind me to call mom at 5 pm.,en,en-US,voice,phone,{},{},neutral,idle,create_reminder,False,False,3579c1c9-4aa1-4bfd-a185-5d349e8d1064
11403,2025-08-03T05:52:36.000216,games,Launch a game,Executing 'games' related task: launch a game,en,en-US,voice,phone,{},{},neutral,idle,generic_action,False,False,1174126a-f371-41c4-87ee-84320995affe
1271,2025-08-03T02:53:24.819633,fact,Tell me a fun fact.,Executing 'fact' related task: tell me a fun fact.,en,en-US,voice,phone,{},{},neutral,idle,generic_action,False,False,3b77fbdc-a0f1-4bdf-b6d7-9029436e6204
